ReporterISO3,PartnerISO3,Year,120810 in 1000 USD 
IND,CHL,2011,0.078
LKA,NZL,2016,0.078
PER,CZE,2018,0.078
GHA,NLD,2008,0.079
NAM,AGO,2005,0.079
NLD,MLT,2020,0.079
SGP,MUS,2008,0.079
CHE,AUS,2006,0.08
CHE,USA,2005,0.08
FRA,ROM,2014,0.08
GBR,LTU,2010,0.08
GTM,ITA,2017,0.08
PER,CZE,2019,0.08
SVN,HRV,2006,0.08
SWZ,ZAF,2020,0.08
AUT,UNS,1997,0.081
EUN,ETH,2014,0.081
FRA,FIN,2018,0.081
GHA,CIV,2013,0.081
ESP,CHE,2018,0.082
ESP,ETH,2014,0.082
ESP,UNS,1997,0.082
EUN,BUN,2011,0.082
GBR,DNK,2017,0.082
GBR,ROM,2010,0.082
ITA,HRV,2014,0.082
NLD,LVA,2016,0.082
TTO,PAN,2005,0.082
AUT,LTU,2019,0.083
BRA,PER,2010,0.083
CHE,UNS,1997,0.083
ESP,BUN,2011,0.083
IDN,JPN,2019,0.083
LUX,FRA,2020,0.083
ZAF,MOZ,2016,0.083
AUT,LTU,2015,0.084
COL,ESP,2003,0.084
EUN,IND,2009,0.084
EUN,ZAF,2022,0.084
GHA,GBR,2015,0.084
GHA,USA,2007,0.084
HUN,ROM,2020,0.084
IDN,MYS,2008,0.084
KOR,GBR,2010,0.084
NLD,ZAF,2022,0.084
ROM,BGR,2021,0.084
SGP,BRN,2000,0.084
TUR,VNM,2022,0.084
ESP,POL,2015,0.085
FIN,EST,2022,0.085
KOR,NZL,2016,0.085
ARE,LBR,2020,0.086
AUS,KHM,2015,0.086
CHN,UNS,1998,0.086
CIV,CMR,2004,0.086
DEU,CYP,2014,0.086
EUN,MOZ,2015,0.086
KEN,ZAF,2020,0.086
KOR,HKG,2013,0.086
FRA,DNK,2017,0.087
NLD,HRV,2018,0.087
NZL,NFK,2005,0.087
NZL,PNG,2011,0.087
PRT,MOZ,2015,0.087
BRA,BHR,2022,0.088
BWA,ZAF,2001,0.088
CHE,AUT,2021,0.088
CHE,FRA,2002,0.088
CRI,SLV,2009,0.088
FRA,EST,2013,0.088
FRA,POL,2019,0.088
GBR,SVK,2017,0.088
NLD,IRL,2019,0.088
SGP,CHN,2013,0.088
AUT,JPN,2021,0.089
DEU,KAZ,2015,0.089
EUN,JPN,2021,0.089
EUN,KAZ,2015,0.089
KEN,SDN,2007,0.089
LTU,EST,2004,0.089
NLD,HUN,2020,0.089
BRA,PHL,2020,0.09
DEU,HUN,2011,0.09
DEU,ROM,2016,0.09
EUN,URY,2022,0.09
LKA,GRC,2007,0.09
LTU,GBR,2016,0.09
BRA,FRA,2022,0.091
CHN,OAS,2000,0.091
EUN,CPV,2017,0.091
FRA,SWE,2019,0.091
IND,ZMB,2019,0.091
PRT,CPV,2017,0.091
SGP,MDV,2021,0.091
CUB,CAN,2002,0.092
CZE,HUN,2017,0.092
FRA,FIN,2015,0.092
IND,SEN,2019,0.092
SVN,HRV,2003,0.092
ZAF,UNS,1998,0.092
GRC,CYP,2018,0.093
OAS,DOM,2016,0.093
TTO,GRD,2012,0.093
ETH,SUD,2020,0.094
GBR,LVA,2012,0.094
OAS,NZL,2000,0.094
CZE,DEU,2022,0.095
DEU,PRT,2020,0.095
GTM,USA,2016,0.095
IND,BEN,2020,0.095
IND,UGA,2019,0.095
ITA,POL,2017,0.095
OAS,ARG,2015,0.095
AUS,MYS,2006,0.096
CAN,SPM,2018,0.096
IND,MOZ,2016,0.096
SGP,THA,2018,0.096
BGR,MDA,2002,0.097
GBR,LTU,2013,0.097
IND,ZMB,2018,0.097
LKA,JPN,2013,0.097
SER,NOR,2008,0.097
SWE,DNK,2001,0.097
ZAF,SPE,2020,0.097
ZAF,TZA,2006,0.097
AUT,LUX,2021,0.098
CHE,DEU,2022,0.098
DNK,ITA,2016,0.098
ESP,ROM,2015,0.098
EUN,NGA,2019,0.098
NZL,COK,2018,0.098
PER,BEL,2020,0.098
SLV,CAN,2004,0.098
THA,IND,2013,0.098
BEL,DEU,2021,0.099
GRC,NGA,2019,0.099
OAS,FJI,2017,0.099
OAS,LKA,2014,0.099
OAS,PRT,2014,0.099
OAS,SWE,2014,0.099
SWE,ARE,2022,0.099
ARG,BRA,2000,0.1
BLR,RUS,2016,0.1
BRA,LBR,2021,0.1
DEU,BRA,2011,0.1
EUN,BRA,2011,0.1
HUN,IND,2022,0.1
KOR,IND,2011,0.1
LKA,DEU,2003,0.1
NZL,FJI,2000,0.1
OAS,AUS,2003,0.1
PHL,FRA,2006,0.1
TTO,MSR,2002,0.1
FRA,EST,2016,0.101
GHA,NZL,2010,0.101
GTM,SLV,2003,0.101
IND,CYM,2021,0.101
OAS,CHL,2013,0.101
OAS,ZAF,2013,0.101
TUR,MEX,2021,0.101
FRA,PRT,2021,0.102
GHA,FRA,2013,0.102
KOR,THA,2012,0.102
NLD,HUN,2018,0.102
NZL,KIR,2019,0.102
OAS,CHL,2020,0.102
OAS,SLV,2011,0.102
THA,USA,2021,0.102
ESP,DNK,2020,0.103
ETH,ZMB,2021,0.103
GBR,LVA,2011,0.103
LKA,OMN,2022,0.103
SWE,AUT,2002,0.103
THA,CHE,2003,0.103
TUR,CHN,2001,0.103
BRA,AGO,2018,0.104
DEU,BGR,2012,0.104
ESP,IRL,2019,0.104
EUN,SER,2002,0.104
BRA,GBR,2022,0.105
DEU,OAS,2015,0.105
EUN,CPV,2013,0.105
EUN,OAS,2015,0.105
NAM,AGO,2011,0.105
PER,CHL,2015,0.105
PRT,CPV,2013,0.105
SVN,SER,2022,0.105
ZAF,GHA,2009,0.105
CAN,BMU,2005,0.106
CHE,ARG,2000,0.106
DEU,BGR,2017,0.106
DEU,HRV,2019,0.106
IND,ANT,2010,0.106
IND,ESP,2021,0.106
KOR,AUS,2020,0.106
CAN,FRA,2011,0.107
FRA,NLD,2011,0.107
OAS,FJI,2021,0.107
OAS,THA,2021,0.107
BRA,USA,2022,0.108
EUN,IND,2022,0.108
GTM,USA,2004,0.108
IND,NOR,2010,0.108
LKA,LBN,2019,0.108
BRA,RUS,2016,0.109
CHE,AUS,2021,0.109
DEU,IND,2013,0.109
SWE,DEU,2000,0.109
SWE,DNK,2000,0.109
BRA,CHL,2010,0.11
CZE,HRV,2002,0.11
FRA,CZE,2016,0.11
ZMB,BWA,2007,0.11
GBR,SVK,2012,0.111
HRV,SVN,2007,0.111
LKA,QAT,2016,0.111
LTU,EST,2020,0.111
POL,CZE,2005,0.111
DEU,MYS,2009,0.112
EUN,MYS,2009,0.112
SGP,VNM,2007,0.112
TUR,UNS,1999,0.112
DNK,FRO,2008,0.113
IND,JAM,2015,0.113
IND,ZAF,2011,0.113
ITA,ESP,2003,0.113
IND,CHN,2006,0.114
RUS,ARE,2006,0.114
TUR,CYP,2010,0.114
GRC,UNS,1998,0.115
IND,NOR,2004,0.115
LKA,GBR,2012,0.115
SWE,USA,2018,0.115
BRA,USA,2021,0.116
GBR,LVA,2017,0.116
IND,GAB,2018,0.116
ITA,ROM,2011,0.116
LKA,GBR,2007,0.116
POL,SVN,2021,0.116
TUR,IRQ,2010,0.116
FIN,LTU,2016,0.117
MKD,HRV,2002,0.117
SWE,CHE,2021,0.117
SWE,USA,2017,0.117
SWE,UZB,2016,0.117
DEU,OAS,2018,0.118
EUN,FRO,2008,0.118
FRA,CZE,2019,0.118
FRA,ROM,2016,0.118
IND,LBR,2021,0.118
KOR,NGA,2020,0.118
SVN,HRV,2017,0.118
THA,FRA,2003,0.118
EUN,IND,2013,0.119
FIN,USA,2022,0.119
MEX,HTI,2006,0.119
RUS,NLD,2002,0.119
SGP,BRN,2015,0.119
FIN,UNS,1997,0.12
IND,JPN,2010,0.12
IND,LBN,2003,0.12
KOR,GBR,2016,0.12
NLD,CHE,2014,0.12
OAS,AUT,2004,0.12
OAS,BRA,2004,0.12
SWE,UNS,1999,0.12
BRA,AGO,2014,0.121
GBR,CYP,2004,0.121
LKA,ITA,2001,0.121
FIN,USA,2020,0.122
IND,ARM,2019,0.122
IND,NOR,2021,0.122
MAR,CPV,2016,0.122
OAS,MYS,2005,0.122
CHE,JPN,2005,0.123
NLD,AUT,2019,0.123
POL,MKD,2021,0.123
GBR,LVA,2013,0.124
OAS,CRI,2015,0.124
SWE,NLD,2003,0.124
TTO,VCT,2008,0.124
BRA,LBR,2019,0.125
OAS,DOM,2010,0.126
EUN,COL,2015,0.127
IDN,SGP,2014,0.127
ITA,BEL,2000,0.127
ITA,HRV,2022,0.127
BEL,COL,2015,0.128
CHE,IND,2001,0.128
DEU,CZE,2014,0.128
GBR,AUT,2012,0.128
IND,GMB,2010,0.128
LVA,EST,2015,0.128
IND,NLD,2005,0.129
OAS,SGP,2000,0.129
AUT,MLT,2019,0.13
EUN,MKD,2021,0.13
FIN,EST,2021,0.13
IND,CHE,2003,0.13
PER,ABW,2020,0.13
ROM,DEU,2014,0.13
DEU,CZE,2010,0.131
GBR,SVK,2016,0.131
KOR,MNP,2018,0.131
LBN,KWT,2011,0.131
MKD,SER,2010,0.131
SWE,EGY,2009,0.131
DNK,EST,2014,0.132
OAS,CHL,2014,0.132
OAS,IDN,2017,0.132
PER,ITA,2007,0.132
BRA,CHE,2006,0.133
EUN,ZAR,2013,0.133
IND,GAB,2021,0.133
OAS,MUS,2018,0.133
SER,NLD,2009,0.133
BEL,AUT,2003,0.134
DEU,HUN,2015,0.134
IND,CHL,2015,0.134
KOR,HKG,2019,0.134
OAS,SLV,2013,0.134
SGP,CXR,2013,0.134
SWE,DEU,2005,0.134
MKD,UNS,1999,0.135
OAS,DEU,2012,0.135
ZMB,ZAF,2006,0.135
DEU,HRV,2012,0.136
FIN,UNS,1996,0.136
IND,AGO,2008,0.136
MEX,HND,2011,0.136
SWE,DEU,2004,0.136
SWE,NLD,2004,0.136
BEL,ZAR,2013,0.137
IND,FJI,2011,0.137
LKA,BHR,2020,0.137
SGP,BRN,2021,0.137
PER,UNS,1998,0.138
CZE,HUN,2016,0.139
FRA,NLD,2014,0.139
MAR,CPV,2017,0.139
BIH,UNS,2010,0.14
DNK,AUT,2005,0.14
FRA,FIN,2000,0.14
IND,BRN,2014,0.14
IND,CMR,2021,0.14
SGP,BGD,2001,0.14
IND,MWI,2021,0.141
CHE,GRC,2001,0.142
DEU,LTU,2016,0.142
GRC,CYP,2002,0.142
IND,KHM,2019,0.142
FJI,BUN,2014,0.143
IND,NOR,2009,0.143
KOR,AUS,2016,0.143
SVK,UNS,1997,0.143
LUX,FRA,2021,0.144
POL,DNK,2019,0.144
SGP,UNS,1997,0.144
BRA,MHL,2019,0.145
BRA,GRC,2021,0.146
BRA,NZL,2015,0.147
DEU,SGP,2010,0.147
EUN,MNT,2008,0.147
EUN,SGP,2010,0.147
HRV,MNT,2008,0.147
IND,GMB,2020,0.147
KOR,NZL,2018,0.147
LKA,QAT,2021,0.147
NOR,DNK,2021,0.147
SER,DNK,2008,0.147
THA,JPN,2013,0.147
THA,NZL,2016,0.147
AUS,MYS,2016,0.148
SWE,ITA,2007,0.148
BRA,ARG,2007,0.149
NLD,BGR,2019,0.149
NPL,CHN,2014,0.149
UGA,GBR,2004,0.149
ZAF,SYC,2005,0.149
IND,IRL,2021,0.15
KEN,HUN,2016,0.15
KOR,LAO,2011,0.15
OAS,NZL,2005,0.15
PER,AUS,2015,0.15
CHE,SVN,2001,0.151
GBR,LVA,2015,0.151
IND,BRN,2005,0.152
OAS,CRI,2009,0.152
SGP,MMR,2003,0.152
KOR,AUS,2017,0.153
MMR,AUS,2015,0.153
OAS,ZAF,2008,0.153
PHL,LBN,2016,0.153
TZA,DNK,2020,0.153
ARE,SGP,2014,0.154
EUN,UNS,2020,0.154
GBR,LTU,2016,0.154
OAS,MAC,2015,0.154
SWE,ITA,2008,0.154
SWE,USA,2011,0.154
BEL,DEU,2018,0.155
EST,ESP,2020,0.155
POL,IRL,2014,0.155
DOM,FRA,2009,0.156
FRA,FIN,2016,0.156
IND,AUT,2018,0.156
IND,DEU,2010,0.156
JAM,CYM,2008,0.156
OAS,CHL,2015,0.156
PER,BEL,2007,0.156
ARG,UNS,1999,0.157
CHE,FIN,2000,0.157
HRV,MNT,2022,0.157
NZL,SGP,2009,0.157
POL,LTU,2021,0.157
PRY,CAN,2003,0.157
DEU,ISR,2014,0.158
MKD,SER,2022,0.158
UGA,UNS,1999,0.158
CHN,SGP,2003,0.159
EST,ESP,2021,0.159
IND,GMB,2019,0.159
IND,MDG,2019,0.159
SGP,HKG,2015,0.159
CRI,HND,2002,0.16
ECU,USA,2004,0.16
ESP,FIN,2013,0.16
EST,FRA,2021,0.16
EUN,MNT,2022,0.16
GHA,USA,2014,0.16
RUS,MDA,2018,0.16
SGP,AUS,2018,0.16
KOR,GBR,2014,0.161
SGP,AUS,2002,0.161
SGP,UNS,1999,0.161
GBR,SVN,2008,0.162
OAS,KOR,2019,0.162
OAS,NZL,2019,0.162
ZAF,GHA,2006,0.162
ESP,CHL,2018,0.163
ESP,LUX,2019,0.163
EUN,CHL,2018,0.163
IND,KHM,2017,0.163
LVA,EST,2006,0.163
ZAF,TZA,2003,0.163
CHE,USA,2003,0.164
DEU,CZE,2011,0.164
JAM,CAN,2010,0.164
DEU,GBR,2015,0.165
ECU,GBR,2000,0.165
GHA,CAN,2019,0.165
HRV,BIH,2008,0.165
ITA,GRC,2018,0.165
KEN,SDN,2008,0.165
KOR,MNP,2019,0.165
MKD,ALB,2012,0.165
OAS,MNP,2014,0.165
OAS,ZAF,2014,0.165
THA,USA,2015,0.165
FIN,USA,2021,0.166
IND,DNK,2019,0.166
LUX,BEL,2011,0.166
DEU,GBR,2009,0.167
NLD,HRV,2013,0.167
AUT,LTU,2016,0.168
CZE,DEU,2013,0.168
OAS,MAC,2013,0.168
TTO,BRB,2000,0.168
TUR,ESP,2022,0.168
CHE,OAS,2002,0.169
FRA,UNS,1998,0.169
HUN,AUT,2022,0.169
IND,KAZ,2013,0.169
OAS,KHM,2012,0.169
OAS,SWE,2012,0.169
POL,CZE,2006,0.169
TUR,SWE,2022,0.169
AUT,LTU,2011,0.17
DEU,CHN,2012,0.17
FRA,EST,2014,0.17
ITA,BEL,2003,0.17
KWT,SAU,2011,0.17
OAS,MAC,2011,0.17
ESP,IRL,2018,0.171
EST,GBR,2020,0.171
HRV,AUT,2016,0.171
IND,PRK,2017,0.171
LKA,BHR,2010,0.171
AUS,PYF,2016,0.172
BEL,ZAR,2014,0.172
LUX,FRA,2019,0.172
MAR,CPV,2018,0.172
ESP,GIB,2021,0.173
TUR,OAS,2022,0.173
ZAF,GHA,2016,0.173
DNK,PRT,2015,0.174
FIN,USA,2012,0.174
IND,ROM,2013,0.175
ZAF,USA,2011,0.175
CHE,THA,2001,0.176
DEU,CHL,2015,0.176
EUN,AGO,2006,0.176
EUN,CHL,2015,0.176
FRA,GBR,2018,0.176
FRA,PRT,2012,0.176
POL,CZE,2015,0.176
PRT,AGO,2006,0.176
GTM,HND,2013,0.177
IND,CMR,2019,0.177
UGA,GBR,2010,0.177
AUS,SLB,2020,0.178
ITA,PRT,2006,0.178
PER,ITA,2010,0.178
AUS,JPN,2015,0.179
ZAF,SHN,2004,0.179
EST,FRA,2022,0.18
GTM,HUN,2013,0.18
SGP,NZL,2005,0.18
ARG,UNS,1998,0.181
FIN,USA,2011,0.181
IND,TZA,2016,0.181
TTO,AIA,2002,0.181
TUR,CHE,2021,0.181
TUR,CYP,2009,0.181
BRA,POL,2008,0.182
IND,OAS,2012,0.182
IND,OAS,2019,0.182
KOR,AFG,2009,0.182
TUR,BFA,2017,0.182
ZAF,GHA,2005,0.182
CHE,URY,2000,0.183
LUX,FRA,2022,0.183
FRA,DNK,2016,0.184
GTM,CAN,2011,0.184
HUN,ROM,2019,0.184
OAS,AUS,2005,0.184
BEL,GBR,2021,0.185
DEU,BGR,2011,0.185
PRT,AGO,2022,0.185
SGP,NZL,2020,0.185
DEU,ZMB,2013,0.186
EUN,ZMB,2013,0.186
IRL,NLD,2014,0.186
OAS,GBR,2016,0.186
DNK,CHE,2010,0.187
ECU,USA,2019,0.187
HUN,FRA,2013,0.187
NLD,EST,2014,0.187
NLD,LVA,2018,0.187
NZL,WSM,2018,0.187
OAS,MAC,2006,0.187
AUS,MYS,2008,0.188
EST,ESP,2022,0.188
IND,SYC,2021,0.188
PER,USA,2005,0.188
CHE,SVK,2000,0.189
ECU,USA,2000,0.189
EUN,ANT,2006,0.189
FRA,LUX,2011,0.189
BEL,ZAR,2017,0.191
CAN,HKG,2005,0.191
EUN,ZAR,2017,0.191
IND,GRC,2021,0.191
ARE,SEN,2020,0.192
CHN,JPN,2011,0.192
EUN,ALB,2018,0.192
GRC,ALB,2018,0.192
IND,CUW,2020,0.192
LKA,BHR,2006,0.192
NLD,AUT,2018,0.192
AUT,PRT,2004,0.194
AUS,WSM,2019,0.195
AUT,ZAF,2003,0.195
CZE,ROM,2000,0.195
TTO,ATG,2001,0.195
IND,BEN,2018,0.196
LKA,USA,2012,0.196
CZE,LTU,2019,0.197
CZE,SVN,2002,0.197
OAS,KHM,2017,0.197
OAS,SWE,2017,0.197
PER,ITA,2011,0.197
DEU,EST,2012,0.198
KEN,IND,2019,0.198
PER,CRI,2021,0.198
UGA,RWA,2015,0.198
CZE,POL,2018,0.2
ECU,CZE,2021,0.2
GTM,SLV,2007,0.2
TZA,NPL,2018,0.2
CZE,JPN,2010,0.201
TTO,BUN,2021,0.201
AUT,SER,2017,0.203
AUT,ZAF,2007,0.203
DEU,BGR,2016,0.203
DEU,GBR,2014,0.203
DEU,SGP,2011,0.203
EUN,SGP,2011,0.203
OAS,SLV,2012,0.203
POL,LVA,2021,0.203
CZE,GBR,2010,0.204
IND,SLE,2019,0.204
LUX,FRA,2018,0.204
OAS,DEU,2011,0.204
OAS,ZAF,2011,0.204
RUS,MDA,2020,0.204
SGP,SYC,2006,0.204
AUS,JPN,2010,0.205
FIN,UNS,1998,0.206
NLD,HUN,2017,0.206
EUN,JPN,2010,0.207
RWA,BDI,2014,0.207
ZAF,UNS,1999,0.207
AUS,FSM,2002,0.208
BRA,HKG,2022,0.208
GBR,EST,2006,0.208
THA,USA,2016,0.209
BEL,NOR,2021,0.21
IND,GMB,2011,0.21
LTU,EST,2003,0.21
SGP,IDN,2019,0.21
ZAF,BEL,2022,0.21
BRA,GBR,2005,0.211
BRA,USA,2006,0.211
SWE,DEU,2019,0.211
CZE,HUN,2000,0.212
FRA,LBN,2015,0.212
AUT,LTU,2017,0.213
DEU,HUN,2019,0.213
BRA,GBR,2012,0.214
FIN,RUS,2004,0.214
LVA,EST,2003,0.214
THA,AUS,2005,0.214
EUN,UNS,2019,0.215
GTM,CRI,2020,0.215
OAS,GUM,2021,0.215
TTO,VGB,2008,0.215
DEU,KOR,2011,0.216
EUN,KOR,2011,0.216
OAS,ZAF,2006,0.216
SGP,PHL,2019,0.216
SWZ,ZAF,2001,0.216
FIN,LTU,2015,0.217
IND,GNQ,2020,0.217
MKD,SER,2006,0.217
PER,ITA,2012,0.217
DEU,SVN,2022,0.218
GBR,HRV,2019,0.218
LKA,BHR,2009,0.218
SGP,OAS,2010,0.218
CZE,AUT,2021,0.219
ITA,PRT,2021,0.219
TZA,COM,2021,0.219
AUT,LTU,2018,0.22
GBR,LTU,2018,0.22
CIV,SEN,2006,0.221
IDN,JPN,2021,0.221
MWI,ZMB,2017,0.221
ZAF,ZAR,2019,0.221
BEL,DEU,2013,0.222
EST,ESP,2016,0.223
ETH,SAU,2008,0.223
IND,AUS,2005,0.223
IND,OMN,2004,0.223
NLD,CHE,2019,0.223
PER,USA,2009,0.223
AUT,LTU,2021,0.224
AUT,MLT,2017,0.224
AUS,SLB,2003,0.225
BEL,CHE,2021,0.225
BRA,DOM,2006,0.225
BRA,USA,2007,0.226
DEU,EST,2019,0.226
DEU,ROM,2019,0.226
FIN,ARE,2003,0.226
CHL,FRA,2009,0.227
FIN,LVA,2010,0.227
FRA,CZE,2018,0.227
GTM,USA,2018,0.227
IND,CHE,2009,0.227
LKA,ARE,2003,0.227
NLD,BES,2013,0.227
BWA,NAM,2017,0.229
RUS,AZE,2002,0.229
ZWE,GBR,2009,0.229
OAS,ZAF,2017,0.23
POL,SWE,2005,0.23
BEL,LUX,2013,0.231
DNK,POL,2016,0.231
CHE,SWE,2000,0.232
DEU,BIH,2016,0.232
GBR,AUT,2018,0.232
RWA,BDI,2018,0.232
EUN,LBY,2001,0.233
COL,CUW,2015,0.234
NLD,LUX,2019,0.234
SGP,KHM,2009,0.234
ZAF,LSO,2021,0.234
BEL,SEN,2020,0.236
BRA,DOM,2007,0.236
DEU,SGP,2012,0.236
EUN,SGP,2012,0.236
IDN,NLD,2000,0.236
IDN,SGP,2019,0.236
OAS,CRI,2012,0.236
OAS,MAC,2012,0.236
OAS,NZL,2012,0.236
CHE,USA,2004,0.237
DEU,BIH,2017,0.237
IND,CHE,2007,0.237
LTU,EST,2022,0.237
NZL,ASM,2022,0.239
TUR,GEO,2018,0.239
BRA,COL,2009,0.24
GTM,USA,2012,0.24
IRN,AZE,2006,0.24
OAS,FRA,2004,0.24
OAS,ZAF,2004,0.24
TUR,BEL,2022,0.241
AUT,UNS,1998,0.242
IND,ZAR,2019,0.242
FRA,DNK,2015,0.243
GBR,AUT,2016,0.243
GBR,FIN,2018,0.243
OAS,SLV,2009,0.243
CZE,ARM,2000,0.244
DEU,ISR,2013,0.244
EUN,MOZ,2016,0.244
GBR,HUN,2011,0.244
OAS,CRI,2007,0.244
FRA,AUT,2020,0.245
GBR,SVN,2017,0.245
PRT,MOZ,2016,0.245
GHA,ZAF,2012,0.246
IND,QAT,2001,0.246
IND,TGO,2016,0.246
MKD,SER,2012,0.246
ZAF,CHE,2016,0.246
BRA,TUR,2020,0.247
DEU,BGR,2013,0.247
IRN,AFG,2016,0.247
TTO,BRB,2005,0.247
AUS,THA,2020,0.248
EUN,ARM,2000,0.248
OAS,MAC,2016,0.248
FIN,UNS,1999,0.249
GBR,BGR,2019,0.249
LKA,MDV,2017,0.249
BRA,CHN,2020,0.25
IND,CUW,2015,0.25
KEN,CAN,2021,0.25
KOR,CAN,2010,0.25
KOR,HKG,2018,0.25
TUR,UZB,2009,0.25
AUS,PNG,2015,0.251
DEU,PRT,2014,0.251
IND,TZA,2021,0.251
OAS,BRA,2010,0.253
OAS,IDN,2005,0.253
ROM,MDA,2013,0.253
ESP,POL,2016,0.254
EST,DEU,2016,0.254
KOR,CHN,2019,0.254
KOR,DEU,2008,0.254
JAM,DMA,2013,0.255
MMR,MYS,2015,0.255
CZE,CHE,2017,0.257
DEU,BGR,2015,0.257
DEU,VNM,2011,0.257
EUN,VNM,2011,0.257
IRL,GBR,2002,0.257
JAM,DOM,2016,0.257
NLD,CZE,2016,0.257
NLD,MLT,2019,0.257
GBR,FRA,2010,0.258
IND,ZAR,2018,0.258
IND,GHA,2003,0.259
LUX,DEU,2022,0.259
OAS,AUS,2000,0.259
THA,CHE,2002,0.259
SER,USA,2017,0.26
ROM,DEU,2020,0.261
ETH,NLD,2020,0.262
MKD,SER,2008,0.262
POL,LTU,2004,0.262
EUN,UNS,2013,0.263
GBR,LTU,2019,0.263
JAM,GRD,2015,0.263
TUR,DEU,2022,0.263
COL,UNS,1999,0.264
ESP,IRL,2020,0.264
EUN,AGO,2019,0.264
JAM,DMA,2015,0.264
OAS,MAC,2014,0.264
PRT,AGO,2019,0.264
AUS,USA,2017,0.265
OAS,KHM,2018,0.265
FRA,ARE,2014,0.266
IND,SLE,2021,0.266
IRN,AFG,2015,0.266
JAM,FRA,2009,0.266
LTU,EST,2018,0.266
BEL,AUS,2021,0.267
BFA,ARE,2021,0.267
ITA,DNK,2017,0.267
VNM,KOR,2013,0.267
BRA,PRT,2006,0.268
TUR,BEL,2021,0.268
AUT,MLT,2016,0.269
DEU,EST,2022,0.269
IND,CHE,2004,0.269
IND,CMR,2018,0.269
JAM,GRD,2014,0.269
KOR,CAN,2016,0.269
OAS,BRN,2013,0.269
TTO,AIA,2004,0.269
IND,NGA,2010,0.27
OAS,MHL,2012,0.27
ZAF,NLD,2006,0.27
GBR,POL,2008,0.271
LUX,BEL,2012,0.271
EUN,TUN,2020,0.272
FRA,TUN,2020,0.272
GBR,AUT,2017,0.272
KOR,GUM,2021,0.273
POL,LTU,2005,0.273
ROM,ESP,2016,0.273
SER,EST,2022,0.273
DEU,CZE,2012,0.274
DEU,FIN,2012,0.274
GTM,USA,2015,0.274
GUY,LCA,2001,0.274
LKA,MDV,2020,0.275
LTU,EST,2021,0.275
NZL,NCL,2007,0.276
EUN,UNS,2021,0.277
MKD,SER,2011,0.277
DEU,BHR,2010,0.278
EUN,BHR,2010,0.278
NLD,BGR,2016,0.278
PER,CHL,2008,0.278
SWE,FRA,2010,0.278
AUT,LTU,2013,0.279
RUS,UKR,2006,0.279
ARG,COL,2006,0.28
DNK,PRT,2009,0.28
BRA,SGP,2021,0.281
DEU,LVA,2012,0.281
KOR,KWT,2016,0.281
DEU,DZA,2017,0.282
SGP,FJI,2018,0.282
CZE,HUN,2018,0.283
IND,BHR,2006,0.283
BEL,VNM,2021,0.284
ITA,DNK,2014,0.284
BRA,HKG,2021,0.285
DEU,ISR,2009,0.285
IND,GRC,2011,0.285
IND,UGA,2017,0.285
SGP,PHL,2000,0.285
CHE,GBR,2015,0.286
FRA,ROM,2017,0.286
OAS,KHM,2021,0.286
SGP,BRN,2019,0.287
DEU,BUN,2017,0.288
DNK,PRT,2011,0.288
IND,SYC,2019,0.288
OAS,CHL,2005,0.288
NZL,FJI,2003,0.289
RUS,UNS,1998,0.289
JAM,VCT,2018,0.29
CAN,CUB,2012,0.291
GBR,SVK,2018,0.291
KOR,JPN,2014,0.291
SWE,DEU,2001,0.291
AUT,HRV,2018,0.292
LUX,HUN,2019,0.292
VNM,OAS,2016,0.292
ESP,GIB,2022,0.293
EUN,CHL,2019,0.293
GRC,UNS,1997,0.293
ESP,CHL,2019,0.294
EUN,ZAR,2010,0.294
ROM,MDA,2019,0.294
RWA,BDI,2017,0.294
BEL,ZAR,2010,0.295
BRA,AGO,2021,0.295
FRA,CHN,2011,0.295
FRA,FIN,2017,0.295
PER,CHL,2018,0.295
ZAF,MUS,2001,0.295
HRV,SER,2020,0.296
TUR,DEU,2004,0.296
EST,OAS,2016,0.297
EUN,MDA,2019,0.297
OAS,PAN,2014,0.297
SWE,NOR,2007,0.297
IND,NOR,2007,0.298
ITA,UNS,1996,0.298
LTU,EST,2008,0.298
NZL,FJI,2001,0.298
AUT,LTU,2014,0.299
BLR,UNS,1998,0.299
EUN,LBN,2010,0.299
FRA,AUT,2019,0.299
CRI,USA,2020,0.3
DEU,PRT,2019,0.3
MEX,UNS,1999,0.3
THA,USA,2011,0.3
ESP,GIB,2010,0.301
AUT,MLT,2015,0.302
EUN,ALB,2016,0.302
GRC,ALB,2016,0.302
CZE,HUN,2014,0.303
BEL,DNK,2013,0.304
OAS,BRN,2012,0.304
OAS,MAC,2007,0.304
DEU,IND,2014,0.305
LKA,MDV,2006,0.305
COL,ABW,2020,0.306
OAS,NLD,2020,0.306
TTO,BRB,2002,0.307
DEU,BGR,2014,0.308
DEU,EST,2014,0.308
ITA,PRT,2020,0.308
LKA,JPN,2020,0.308
FRA,LBN,2016,0.309
MEX,BLZ,2011,0.309
CHE,ISR,2001,0.31
EUN,GIB,2021,0.31
OAS,LSO,2016,0.31
TZA,PAK,2018,0.31
VNM,CAN,2017,0.31
FRA,CHE,2016,0.311
ARE,KWT,2020,0.312
ETH,USA,2017,0.312
FIN,RUS,2005,0.312
UGA,ZAR,2020,0.312
DNK,EST,2017,0.313
IND,JPN,2004,0.313
MWI,MOZ,2020,0.313
NZL,FJI,2002,0.313
